"URL","ENABLE","TWITTER"
"http://gradientdescending.com/category/r/feed",1,""
"https://kieranhealy.org/categories/r/index.xml",1,""
"https://masalmon.eu/post/index.xml",1,"@ma_salmon"
"https://bayesianbiologist.com/category/rstats/feed/",1,""
"https://databasedinvesting.blogspot.com/feeds/posts/default?alt=rss",1,""
"http://www.seascapemodels.org/feed.rstats.xml",1,""
"https://joshuacook.netlify.app/tags/r/index.xml",1,""
"https://scottishsnow.wordpress.com/feed/",0,""
"https://www.tidyverse.org/blog/index.xml",1,""
"https://blogs.rstudio.com/ai/index.xml",1,""
"https://ildiczeller.com/index.xml",1,"@czeildi"
"https://thomasadventure.blog/categories/r/index.xml",0,"@thomas_neitmann"
"https://timchurches.github.io/blog/index.xml",1,""
"https://mattherman.info/index.xml",1,"@buddyherms"
"https://eranraviv.com/category/blog/r/feed/",1,""
"https://svitkin.rbind.io/tags/r/index.xml",1,""
"https://osm.netlify.app/categories/r/index.xml",1,""
"https://www.databentobox.com/tags/r/index.xml",1,""
"https://ildiczeller.com/index.xml",1,""
"https://ivelasq.rbind.io/categories/r/index.xml",1,""
"https://tinyheero.github.io/feed.xml",1,""
"https://selbydavid.com/index.xml",1,""
"https://www.tylermw.com/category/r/feed/",1,""
"https://elbersb.de/public/posts/index.xml",1,""
"https://www.markuslang.org/categories/r/index.xml",1,""
"http://feeds.feedburner.com/ArtfulAnalytics",1,"@_sethdobson"
"https://www.njtierney.com/index.xml",1,""
"https://venciso.netlify.app/post/index.xml",1,""
"https://www.jtimm.net/index.xml",1,""
"http://feeds.feedburner.com/github/JIgi",1,""
"http://feeds.feedburner.com/JonasHaslbeck",1,""
"http://nc233.com/category/r-eng/feed/",1,""
"https://datageeek.wordpress.com/feed/",1,""
"http://feeds.feedburner.com/ROnAStatsWebsite",1,""
"https://education.rstudio.com/blog/index.xml",1,""
"http://feeds.feedburner.com/github/jmvc",1,""
"https://rafaelmenmell.netlify.app/index.xml",1,""
"https://www.iamnagdev.com/?feed=rss2&cat=7",1,""
"https://www.amitkohli.com/categories/r/index.xml",1,""
"https://education.rstudio.com/blog/index.xml",0,""
"https://tonyelhabr.rbind.io/categories/r/index.xml",1,"https://twitter.com/TonyElHabr"
"https://amitlevinson.com/categories/r/index.xml",1,"https://twitter.com/Amit_Levinson"
"http://feeds.feedburner.com/RTutorialDataquest",1,""
"https://www.mzes.uni-mannheim.de/socialsciencedatalab/tags/r/index.xml",1,"https://twitter.com/mzes_ssdl"
"https://theparttimeanalyst.com/category/rstats/feed/",1,""
"https://jmablog.com/tags/r/index.xml",1,"https://twitter.com/jmablog"
"https://www.pipinghotdata.com/blog.xml",1,"https://twitter.com/PipingHotData"
"https://eeecon.uibk.ac.at/~zeileis/feed.xml",1,"https://twitter.com/AchimZeileis"
"https://redwallanalytics.com/index.xml",1,"https://twitter.com/lucey_david"
"http://feeds.feedburner.com/RstatsOnBryanShallowaysBlog",1,"@brshallo"
"https://mlr-org.com/categories/r/index.xml",1,"https://twitter.com/bbischl"
"https://www.statology.org/feed",0,""
"https://www.datisticsblog.com/categories/r/index.xml",1,""
"https://www.rinproduction.com/en/index.xml",1,"akirocode"
"https://www.rinproduction.com/en/index.xml",0,"akirocode"
"https://user2021.r-project.org/blog/index.xml",1,"useR2021global"
"https://www.datisticsblog.com/categories/r/index.xml",0,""
"http://whyr.pl/foundation/feed.xml",1,""
"https://win-vector.com/tag/r/feed/",1,""
"https://theparttimeanalyst.com/feed/",1,""
"https://technistema.com/categories/r/index.xml",1,""
"https://www.stoltzmanconsulting.com/blog/category/R?format=rss",1,""
"http://skranz.github.io/r-feed.xml",1,""
"https://www.optionstocksmachines.com/categories/r/index.xml",1,""
"https://sam-portnow.netlify.app/categories/R/index.xml",1,""
"https://malco.io/categories/r/index.xml",1,""
"https://r-critique.com/events/rss.xml",1,""
"https://datawookie.dev/tags/r/index.xml",1,""
"https://pilgrim.netlify.com/index.xml",1,""
"https://thomasadventure.blog/categories/r/index.xml",1,"https://twitter.com/thomas_neitmann"
"https://mirai-solutions.ch/feed.r.excerpt.xml",1,""
"https://personalpages.manchester.ac.uk/staff/david.selby/rthritis.xml",1,""
"https://mcguinlu.netlify.app/post/index.xml",1,""
"https://www.nbshare.io/feeds/rss/r.xml",1,""
"https://www.policyinnumbers.com/categories/rstats/index.xml",1,""
"https://finnstats.com/index.php/category/data-analysis-in-r/feed/",0,""
"https://shikokuchuo.net/categories/r/index.xml",1,""
"https://finnstats.com/index.php/category/data-analysis-in-r/feed",0,""
"https://dwayzer.netlify.app/index.xml",1,""
"https://guyabel.com/categories/r-weekly/index.xml",1,"https://twitter.com/guyabelguyabel"
